id,title,location,salary_min,category,description,created,anio
5670657067,senior golang engineer,Brasil,2076,it jobs,"please note that the project operates in the uk time zone. we are seeking a dedicated, motivated, and reliable senior golang engineer who is interested in providing innovative software solutions for our clients. be a part of our team as we continue to deliver high quality products and services. the senior go engineer will be responsible for building backend services in go in eks, as well as some lambdas. the overall project will be centered around providing product data and managing the product…",2026-03-18t08:54:39z,2026
5661837792,desenvolvedor java - híbrido,"São Paulo, Estado de São Paulo, Brasil",1221,it jobs,"a foursys é um time apaixonado por inovação, design e transformação digital. somos globais, somos gptw.   ♿️ na foursys, celebramos a diversidade e acreditamos que são as diferentes ideias e perspectivas que nos enriquecem. portanto, sua cor, religião, gênero, raça, nacionalidade, idade, origem, identidade de gênero, deficiência ou orientação sexual não são barreiras para se juntar à nossa equipe. vemserfoursys! todas as nossas vagas estão abertas para pessoas com deficiência (pcd). caso você s…",2026-03-11t16:33:03z,2026
5671539996,desenvolvedor(a) java sênior/ tech lead,"São Paulo, Estado de São Paulo, Brasil",862,it jobs,"sobre a vaga na qaracter, estamos em busca de um(a) desenvolvedor(a) java para se juntar a um projeto estável e de longo prazo no setor financeiro. a qaracter se define como uma consultoria com uma visão voltada para o crescimento, inovação e melhoria contínua, com foco total nos nossos clientes. nossos serviços de consultoria em negócios, tecnologia e operações têm uma abordagem internacional. estamos presentes no brasil, espanha, argentina e méxico , e colaboramos com clientes em mercados com…",2026-03-18t23:01:07z,2026
5685301766,consultor de pré vendas (bdr),"Belo Horizonte, Minas Gerais, Brasil",2147,it jobs,"venha fazer parte do nosso time comercial! estamos em busca de novos talentos para integrar nosso time! se você possui experiência na área, ama desafios e procura uma oportunidade em uma empresa dinâmica e cheia de energia, esta vaga é para você! atividades: - gerar leads qualificados e fazer o agendamento de reuniões para o time de fechamento de novas parcerias (closer); - identificação de perfil; - qualificação dos leads; - agendamento de reuniões e negociação; - apresentação do nosso modelo …",2026-04-01t07:39:44z,2026
5672879188,analista de infraestrutura junior - linux,Brasil,1688,it jobs,"descrição da vaga: responsável por fornecer suporte técnico na configuração, manutenção e monitoramento de servidores, a fim de garantir a disponibilidade, desempenho e segurança dos sistemas e recursos de infraestrutura. o que você vai fazer: instala servidores físicos ou virtuais, garantindo a configuração adequada dos sistemas operacionais e softwares relacionados; suporte de serviços de rede essenciais nos servidores, como dhcp, dns, controladores de domínios, servidores de arquivos e impre…",2026-03-20t05:04:02z,2026
5671540013,finance project analyst,Brasil,1573,it jobs,"netcracker shaping the digital future as a proud subsidiary of nec corporation, netcracker is a global software leader driving innovation at scale. we combine an open agentic ai platform with ai-native it solutions to help telecommunication providers transform, innovate, and deliver results that matter. powered by cutting-edge technology—and the passion of our people—we unlock new opportunities, spark innovation, and create better digital experiences for millions worldwide. join us and be part …",2026-03-18t23:01:09z,2026
5663193357,analista de governança de dados sênior,"São Paulo, Estado de São Paulo, Brasil",1678,it jobs,"analista de governança de dados sênior híbrido - 2x por semana presencial na região da faria lima, 3x home office pj sobre a vaga: atividades/responsabilidades: condução do programa de governança de dados , garantindo padronização e evolução contínua. implementação, monitoramento e controle de políticas de governança de dados . estruturação e gestão do escritório de governança de dados (coe) e comitê de governança . gestão técnica do catálogo de dados , incluindo: aplicação de tags e classifica…",2026-03-13t02:27:10z,2026
5668629689,engenheiro de software sr | modernização & ia,"São Paulo, Estado de São Paulo, Brasil",1089,it jobs,"muito prazer, somos a evertec! a evertec é uma empresa especializada em tecnologia para o setor financeiro , com mais de 27 anos de atuação e presença em 26 países da américa latina e caribe. com mais de 11 bilhões de transações processadas anualmente, somos referência em soluções que impulsionam a transformação digital do mercado. oferecemos um portfólio completo de soluções em software , atendendo instituições financeiras, empresas e fintechs que buscam inovação, segurança e eficiência . noss…",2026-03-16t10:42:41z,2026
5641721675,desenvolvedor(a) .net sr,"São Paulo, Estado de São Paulo, Brasil",1380,it jobs,"código da vaga: 58200 sobre a brq digital há 32 anos no mercado, a brq digital solutions se consolidou como uma das maiores empresas de transformação digital do país. com uma plataforma de serviços end to end, oferecemos as mais eficientes e inovadoras soluções, tecnologias e metodologias, promovendo uma jornada de transformação para grandes marcas, de diferentes segmentos, no brasil e no exterior. nossos 2.500 mil funcionários atuam no modelo de trabalho anywhere office e a empresa é destaque …",2026-02-22t19:58:44z,2026
5661838851,gerente de projetos erp - nova lima/mg,Brasil,1484,it jobs,"estamos em busca de uma pessoa para atuar como gerente de projetos erp , em belo horizonte/mg . nesta posição, você será responsável por liderar a implantação do erp sankhya em empresas de diferentes portes e segmentos. seu principal desafio será garantir a entrega de projetos complexos com excelência, assegurando alto padrão de qualidade e satisfação do cliente. para isso, você aplicará as melhores práticas de gerenciamento de projetos e a metodologia sankhya, contando com habilidades essencia…",2026-03-11t16:33:18z,2026
5688779374,desktop support engineer,"São Paulo, Estado de São Paulo, Brasil",1048,it jobs,"job responsibility: role: end user computing (desktop support) l1-onsite services  2-4 years of experience in onsite support  knowledge and experience on windows os  manage desktop devices (hardware, software and connectivity) incidents through to resolution.  manage imac and desk side support services.  manage hard and soft break fix services for laptops and desktops.  provide standard and approved hardware and software (operating systems and standard office applications) support and mai…",2026-04-03t12:02:51z,2026
5685694615,analista de produtos junior,Brasil,1458,it jobs,"a dimensa está no topo do jogo quando o assunto é tecnologia e infraestrutura para operações financeiras, crédito e risco, e seguros. nossos sistemas são super escaláveis e adaptáveis, perfeitos para negócios de todos os tamanhos. nossa equipe de experts vive e respira o setor financeiro, atualizando nossas soluções constantemente para tornar suas operações mais digitais, melhorar a performance, inovar no atendimento aos clientes e garantir que todas as exigências regulatórias sejam 100% cumpri…",2026-04-01t11:40:38z,2026
5668629938,arquiteto de domínio tecnologia de operações,"São Paulo, Estado de São Paulo, Brasil",2185,it jobs,"venha para uma das maiores empresas de serviços ti do mundo aqui você pode transformar sua carreira! por que fazer parte da tcs? aqui na tcs acreditamos que as pessoas fazem a diferença, por isso vivemos uma cultura de aprendizado ilimitado cheio de oportunidades de melhorias e desenvolvimento mútuo. o cenário ideal para expandir ideias através das ferramentas certas, contribuindo para nosso sucesso num ambiente colaborativo. sobre o papel: procuramos arquiteto de domínio tecnologia de operaçõe…",2026-03-16t10:43:05z,2026
5681939777,analista de suporte n1 - júnior,"São Paulo, Estado de São Paulo, Brasil",855,it jobs,"descrição da vaga: o analista de suporte técnico junior é responsável por atender chamados relacionados aos nossos produtos digitais, prestando suporte a clientes e usuários. para isso, é fundamental desenvolver um conhecimento profundo sobre nossos produtos, compreender as necessidades dos solicitantes e atuar de forma colaborativa com os times técnicos para garantir a resolução dos problemas. sua rotina envolverá a análise inicial dos casos, triagem dos chamados, acompanhamento da resolução j…",2026-03-29t01:18:15z,2026
5673798157,sap mm/wm consultant,"São Paulo, Estado de São Paulo, Brasil",1957,it jobs,"come to one of the biggest it services companies in the world here you can transform your career! why to join tcs? here at tcs we believe that people make the difference, that's why we live a culture of unlimited learning full of opportunities for improvement and mutual development. the ideal scenario to expand ideas through the right tools, contributing to our success in a collaborative environment. we are looking for sap mm/wm consultant who wants to learn and transform his career. in this ro…",2026-03-21t00:05:22z,2026
5681941915,[tech] engenharia de software web/mobile senior - progress,"Joinville, Santa Catarina, Brasil",805,it jobs,"descrição da vaga no time de manufatura datasul , nosso desafio é levar a inteligência do erp para dispositivos móveis, garantindo agilidade e eficiência para quem está na linha de frente da produção. responsabilidades e atribuições desenvolvimento mobile: construir e manter aplicações utilizando o ecossistema ionic/angular, com foco em usabilidade e performance em dispositivos móveis. arquitetura e integração: compreender a estrutura do software e atuar na integração entre o front-end mobile e…",2026-03-29t01:21:36z,2026
5670656998,gerente executivo de sustentação e operações | investimentos,"São Paulo, Estado de São Paulo, Brasil",1944,it jobs,"buscamos um(a) gerente executivo(a) de sustentação e operações para liderar operações críticas de clientes do segmento de investimentos, garantindo excelência operacional, evolução contínua das soluções e experiência consistente para nossos clientes. essa posição terá papel estratégico na sustentação e operação de sistemas de backoffice para administração de fundos, com forte interação com clientes, times técnicos e áreas de negócio. responsabilidades: liderar a estratégia e a execução da área …",2026-03-18t08:54:37z,2026
5665331415,oracle pl/sql developer,"São Paulo, Estado de São Paulo, Brasil",1495,it jobs,"come to one of the biggest it services companies in the world here you can transform your career! why to join tcs? here at tcs we believe that people make the difference, that's why we live a culture of unlimited learning full of opportunities for improvement and mutual development. the ideal scenario to expand ideas through the right tools, contributing to our success in a collaborative environment. we are looking for oracle pl/sql developer who wants to learn and transform his career. in this…",2026-03-14t08:33:30z,2026
5670656486,full stack developer sênior (plataforma),Brasil,1553,it jobs,"a jusfy está em busca de uma pessoa desenvolvedora full stack sênior, com forte viés em backend , para compor o time! somos uma startup jurídica que busca constantemente soluções para facilitar a vida dos advogados e advogadas do brasil. atuamos na área de tecnologia, desenvolvendo produtos e ferramentas que auxiliam na produtividade diária dos nossos clientes. somos uma empresa jovem e muito promissora. alcançamos resultados expressivos de crescimento nos últimos anos e sabemos que temos ainda…",2026-03-18t08:54:10z,2026
5668099092,arquiteto de domínio host & cloud,"São Paulo, Estado de São Paulo, Brasil",2464,it jobs,"venha para uma das maiores empresas de serviços ti do mundo aqui você pode transformar sua carreira! por que fazer parte da tcs? aqui na tcs acreditamos que as pessoas fazem a diferença, por isso vivemos uma cultura de aprendizado ilimitado cheio de oportunidades de melhorias e desenvolvimento mútuo. o cenário ideal para expandir ideias através das ferramentas certas, contribuindo para nosso sucesso num ambiente colaborativo. arquiteto de domínio host & cloud estamos buscando profissionais para…",2026-03-15t20:44:48z,2026
5654646921,analista de dados sênior,"São Paulo, Estado de São Paulo, Brasil",1175,it jobs,"venha construir o futuro com a b3! estamos com diversas oportunidades abertas para atuar como analista de dados sênior na b3, uma das principais infraestruturas de mercado financeiro do mundo. aqui, trabalhamos diariamente para garantir alta disponibilidade, performance, segurança e inovação, sustentando operações críticas que movimentam grande parte da economia brasileira.  como será o seu dia a dia • desenvolver e manter automações para coleta, processamento e apresentação de dados e indicad…",2026-03-05t01:45:31z,2026
5663833869,ai & innovation experience designer,Brasil,2239,it jobs,"ai & innovation experience designer about the role we are seeking an ai & innovation experience designer to help define the next generation of intelligent commerce experiences. this role will focus on conceptualizing and designing new ai-powered capabilities and hyper-personalized shopping journeys for a large-scale digital marketplace platform. you will own the ai tools and hyper-personalization workstreams, exploring how generative ai, advanced data models, and intelligent systems can transfo…",2026-03-13t14:29:25z,2026
5685701770,assistente comercial / vendas,"São Paulo, Estado de São Paulo, Brasil",1772,it jobs,"sobre a posição estamos em busca de um(a) assistente comercial / vendas para apoiar as atividades comerciais, administrativas e operacionais no mercado brasileiro, com base na região de são paulo. essa posição terá foco no atendimento e desenvolvimento de clientes de pequeno e médio porte, atuando em atividades de vendas inbound e outbound, além de garantir o bom andamento do processo comercial. o papel é essencial para dar suporte à equipe de vendas, permitindo maior foco em negociações estrat…",2026-04-01t11:42:01z,2026
5620003148,sales account executive- wms manufacturing software experience| advanced level of english,Brasil,1361,it jobs,"what a day in the life looks like: determine and implement a strategic plan for engaging prospects and existing customers, driving end-to-end sales processes to meet or exceed annual sales quotas. create and present compelling, roi-driven value propositions tailored to customer needs and objectives. work closely with internal teams, including presales, solution consulting, marketing, customer success, and field sales representatives to maximize customer outcomes. guide sales opportunities throu…",2026-02-07t23:10:21z,2026
5673797689,endpoint packaging engineer,Brasil,2067,it jobs,"come to one of the biggest it services companies in the world here you can transform your career! why to join tcs? here at tcs we believe that people make the difference, that's why we live a culture of unlimited learning full of opportunities for improvement and mutual development. the ideal scenario to expand ideas through the right tools, contributing to our success in a collaborative environment. we are looking for endpoint packaging engineer who wants to learn and transform his career. in …",2026-03-21t00:03:53z,2026
5687246935,full stack software engineer - web and mobile features,"Florianópolis, Santa Catarina, Brasil",1465,it jobs,"the company push is an all-in-one platform that helps businesses grow and scale their companies by simplifying hr, payroll, time tracking, and scheduling. our purpose is to help our customers free up their time by making people management ridiculously easy, so they can focus on their passion. our customer base includes some of the biggest brands, such as earls restaurant, cactus club, crumbl cookies and more. the team we’re a collaborative, dog-loving, people-first crew that values curiosity, i…",2026-04-02t07:48:56z,2026
5677686091,desenvolvedor de integração de sistemas (pleno) - pj [presencial],"Porto Alegre, Rio Grande do Sul, Brasil",2453,it jobs,"vaga presencial em porto alegre atribuições: desenvolver, instalar, configurar, acompanhar e monitorar o banco de dados junto ao software; manter comunicação com os clientes e parceiros através de whatsapp, email, telefone, vídeo chamada; fazer ajustes, instalação, configuração, no servidor linux do cliente; acompanhar e garantir o atingimento das metas de implementação; definir e garantir a entrega do cronograma nas datas estabelecidas; reportar dados e sugestões de melhoria do processo de onb…",2026-03-25t00:35:24z,2026
5661840081,desenvolvedor(a) python sênior,"São Paulo, Estado de São Paulo, Brasil",1024,it jobs,"código da vaga: 000000 sobre a brq digital há 32 anos no mercado, a brq digital solutions se consolidou como uma das maiores empresas de transformação digital do país. com uma plataforma de serviços end to end, oferecemos as mais eficientes e inovadoras soluções, tecnologias e metodologias, promovendo uma jornada de transformação para grandes marcas, de diferentes segmentos, no brasil e no exterior. nossos 2.500 mil funcionários atuam no modelo de trabalho anywhere office e a empresa é destaque…",2026-03-11t16:35:15z,2026
5688778612,desenvolvedor angular sênior,"São Paulo, Estado de São Paulo, Brasil",1524,it jobs,"descrição da vaga somos aproximadamente 50k minsaiters no mundo e mais de 9k minsaiters no brasil e estamos presentes nas maiores empresas em todos os setores. nossa estrutura permite participar de projetos globais e proporciona um ambiente colaborativo que nos certifica em greatplacestowork e planos diferenciados para jovens profissionais também reconhecidos pela employers for youth. você atuará no nosso time de desenvolvimento em um projeto estratégico, utilizando metodologias ágeis e em um a…",2026-04-03t12:00:49z,2026
5689916179,vice president of commercial sales,"São Paulo, Estado de São Paulo, Brasil",971,it jobs,"resumes must be received in english / os currículos devem ser enviados em inglês. position summary: the vice president, commercial – latam is a senior executive responsible for driving commercial strategy, revenue growth, and go-to-market execution across the latin america region. this leader oversees general sales, specialty digital sales, pre-sales engineering, client engagement, sales operations, and marketing to ensure coordinated market execution and sustained customer value. the vp will p…",2026-04-04t12:05:37z,2026
5673537330,oportunidade: executivo (a) de vendas - hunter,"São Paulo, Estado de São Paulo, Brasil",1202,it jobs,"o que é o booksy?  nós somos booksy e temos uma paixão por agendamentos! mais do que isso, somos movidos pelo desejo de facilitar o dia a dia dos profissionais de beleza e bem-estar, dando a eles o poder de focar na sua arte e no crescimento dos seus negócios – sem as preocupações burocráticas que consomem tanto tempo. estamos em busca de uma pessoa para somar ao nosso time de são paulo na posição de executiva(o) de vendas. procuramos alguém dinâmico e com um perfil hunter, que seja incansável …",2026-03-20t18:01:15z,2026
5665543331,desenvolvedor front end mobile,Brasil,1874,it jobs,"sobre a empresa há mais de 20 anos mercado, somos uma consultoria estratégica de inovação e transformação digital. nossa especialidade é impulsionar as demandas de nossos clientes, integrando processos, pessoas e tecnologia de alta performance. sobre o cargo: desenvolvedor front end mobile conhecimentos obrigatórios: react native - avançado android / kotlin - básico objective-c / swift - básico gitflow metodologia ágil scrum restful (especificações de apis e protocolos de comunicação) soft skil…",2026-03-14t16:36:58z,2026
5687246407,tech recruiter,"São Paulo, Estado de São Paulo, Brasil",1651,it jobs,"tech recruiter estamos em busca de um(a) tech recruiter para atuar no recrutamento e seleção de profissionais de tecnologia. a pessoa será responsável por conduzir todo o processo de ponta a ponta. desde o alinhamento com gestores até a oferta , utilizando estratégias de hunting , redes sociais e parcerias para atrair os melhores talentos do mercado. responsabilidades: conduzir processos seletivos para posições de tecnologia (desenvolvimento, dados, produto, etc.); realizar hunting ativo em pla…",2026-04-02t07:48:10z,2026
5689936899,desenvolvedor front end sênior,Brasil,1429,it jobs,"a tech for ti está com oportunidade para desenvolvedor front-end sênior. modelo: remoto full modalidade: pj requisitos imprescindíveis: react native android / kotlin objective-c / swift javascript 10, html5 e css3. junit gitflow metodologia ágil scrum restful figma requisitos desejáveis: copilotos de ia (geração de código e testes) businessworks - bw (tibco designer / tibco business studio) 3scale openshift java / quarkus docker kubernetes openshift nodejs angular js jest monolitos microsserviç…",2026-04-04t14:06:35z,2026
5678809417,data architect – snowflake || brazil/remote,Brasil,1972,it jobs,"data architect – snowflake advance hands-on sql responsibilities • technical leadership: provide technical direction and mentorship to a team of data engineers, ensuring best practices in coding, architecture, and data operations. • end-to-end ownership: architect, implement, and optimize end-to-end data pipelines that process and transform large-scale datasets efficiently and reliably. • orchestration and automation: design scalable workflows using orchestration tools such as apache airflow, e…",2026-03-26t00:48:01z,2026
5680399735,java developer,"São Paulo, Estado de São Paulo, Brasil",1409,it jobs,"come to one of the biggest it services companies in the world here you can transform your career! why to join tcs? here at tcs we believe that people make the difference, that's why we live a culture of unlimited learning full of opportunities for improvement and mutual development. the ideal scenario to expand ideas through the right tools, contributing to our success in a collaborative environment. we are looking for java developer who wants to learn and transform his career. in this role you…",2026-03-27t13:08:48z,2026
5676640429,senior bpa developer,"Barcelona, España",1671,it jobs,"at td synnex , we are dedicated to staying ahead of the curve and embracing emerging technologies that will shape the future. we believe in the power of experienced professionals to drive innovation, mentor teams, and redefine what's possible, while prioritizing the wellbeing, growth, and inclusivity of our diverse workforce. we are seeking a senior bpa developer to join us and take a leading role in advancing next-generation automation solutions, continuously pushing the boundaries of what's p…",2026-03-24t08:42:36z,2026
5678089675,técnico/a de validaciones y cualificaciones de procesos (pharma)-madrid,España,1297,it jobs,"¿te interesaría seguir desarrollándote como técnico/a de validaciones y cualificaciones de procesos en una multinacional líder del sector farmacéutico , participando en la mejora continua de sus plantas productivas y colaborando con equipos técnicos multidisciplinares? desde oxigent technologies seleccionamos un técnico/a de validaciones y cualificaciones de procesos para incorporarse en una compañía multinacional, ubicada en san sebastián de los reyes , madrid . ¿cuáles serán tus funciones pri…",2026-03-25t13:41:13z,2026
5687658939,maintenance field engineer – electromecánico,"Vitoria-Gasteiz, Álava, España",1519,it jobs,"¡únete a scalian! scalian es una empresa de más de 6.000 personas , con dimensión internacional y oficinas en europa y américa del norte . estamos especializados en dar servicios a diferentes clientes enfocados en data, cloud e inteligencia artificial , participando en proyectos estratégicos y servicios de largo recorrido. ¿qué buscamos? en scalian estamos colaborando en un proyecto estratégico de very high speed trains fleets , donde buscamos incorporar un/a maintenance field engineer para tra…",2026-04-02t21:18:48z,2026
5648812332,arquitecto cloud,"Valencia, España",1128,it jobs,"indramind, protecting to empower indramind es la iniciativa tecnológica de indra group que desarrolla ia soberana en un entorno ciberresiliente para la protección integral de nuestros ciudadanos, territorios, e infraestructuras y activos críticos físicos y digitales. en indramind sabemos que el talento es la clave para impulsar el cambio y construir un futuro digital más seguro. si estás listo para enfrentarte a nuevos desafíos, crecer profesionalmente y aportar tu experiencia a proyectos que r…",2026-02-28t19:14:48z,2026
5639715661,data governance specialist,España,2271,it jobs,"ntt data es una consultora multinacional que ofrece soluciones tecnológicas, de negocio, estrategia, desarrollo y mantenimiento de aplicaciones, siendo referente en consultoría. digital technology es la unidad enfocada a acompañar a las grandes organizaciones iberoamericanas en su transformación digital, generando dividendos digitales a través de la tecnología y el diseño, con enfoque práctico y orientado al negocio. para lograrlo, buscamos personas que compartan nuestra curiosidad permanente, …",2026-02-21t12:11:16z,2026
5689946535,senior backend / ai engineer (python),"Valencia, España",1754,it jobs,"we’re supporting one in their efforts to build an ai product that brings together operational, supply chain, and financial data into a single intelligent platform used by business and technical teams. we’re now scaling it across additional datasets and expanding the intelligence layer to support advanced analytics and agentic workflows. we’re looking for a senior backend / ai engineer who is python-first, comfortable working close to data, and has hands-on experience using llms in real systems.…",2026-04-04t19:53:24z,2026
5647752051,support technician (santander),"Santander, Cantabria, España",1122,it jobs,"job position: on site support technician. short description: performs preventive and corrective maintenance of hardware and base software, providing prioritized on‑site support to vip users such as the mayor’s office and council members. resolves technical incidents on site at municipal facilities and physically manages network components, peripherals, and the updating of the technological inventory requirements: - education: official training in computer science. - experience technology relate…",2026-02-27t22:49:04z,2026
5676550453,frontend engineer (senior/lead) id55143,"Valencia, España",2183,it jobs,"agileengine is an inc. 5000 company that creates award-winning software for fortune 500 brands and trailblazing startups across 17 industries. we rank among the leaders in areas like application development and ai/ml, and our people-first culture has earned us multiple best place to work awards. why join us if you're looking for a place to grow, make an impact, and work with people who care, we'd love to meet you! about the role as a senior/lead frontend engineer , you will lead the development…",2026-03-24t05:50:17z,2026
5214000207,técnico/a ciberseguridad,"Madrid, España",2059,it jobs,"madrid (madrid) empresa: iberdrola españa sau requisitos: ¿qué estamos buscando? ingeniería superior o máster en ingeniería en ámbitos informáticos, industriales, telecomunicaciones o sistemas. nivel b2 de inglés. experiencia en proyectos vinculados a software y arquitectura, de los cuales, con especialización en proyectos enfocados en calidad de software y ciberseguridad. experiencia en toma de requisitos, análisis técnico y funcional, así como en desarrollo de software. amplio conocimiento de…",2025-05-24t09:50:39z,2025
5261541206,shape the future of ai — catalan talent hub,España,2470,it jobs,"welo data, part of welocalize, is a global ai data company with 500,000 contributors delivering high-quality, ethical data to train the world’s most advanced ai systems. we’re building smarter, more human ai with a diverse community in 100 countries. at welo data, limitless ai. limitless you. isn’t just a slogan—it’s our promise. we build smarter ai through the power of human contribution, offering limitless opportunities for our global community to grow, contribute, and work on their terms. ar…",2025-06-21t14:07:43z,2025
5680709813,sales growth specialist (romanian & spanish speaking),"Madrid, España",400,it jobs,"the ai-powered os for beauty, wellness and self-care about fresha fresha is the ai-powered operating system for the global beauty, wellness and self-care industry, connecting and powering everything from salons and barbers to spas, medspas, fitness studios and health practices. trusted by millions of consumers and businesses worldwide. fresha is used by 140,000 businesses and 450,000 stylists and professionals worldwide, processing over 1 billion appointments to date. the company is headquarter…",2026-03-27t22:40:52z,2026
5622270114,salesforce project manager,España,50000,it jobs,"the project manager is responsible for the successful planning, governance, and delivery of initiatives that enhance and evolve the global salesforce crm platform.working within the delivery team, the role ensures projects are delivered on time, within scope, and to agreed quality standards, while effectively managing stakeholders, risks, dependencies, and resources. the project manager plays a key role in translating business requirements into structured delivery plans and ensuring outcomes al…",2026-02-10t07:27:17z,2026
5028198046,product designer,"Barcelona, Cataluña, España",2378,it jobs,"slashmobility slashmobility es una firma boutique tecnológica que está construyendo algo diferente a la consultoría tradicional. no queremos ser una fábrica de horas ni una consultora masiva. estamos creando una casa para la tecno élite: profesionales que quieren trabajar con grandes corporaciones en retos reales, con equipos pequeños, muy buenos y con impacto. ayudamos a grandes organizaciones a diseñar y construir productos digitales y plataformas tecnológicas que realmente mueven su negocio.…",2025-01-29t12:57:06z,2025
5407080509,salesforce developer,España,72222,it jobs,"salesforce developer | ecommerce | spain  where: hybrid – minimum 1 day per week onsite in barcelona  who: salesforce developer  company: [confidential]  location: barcelona (spain) the company a global organization with a strong focus on digital transformation and customer-centric innovation , operating at scale in complex, matrix-driven environments. ️ tech stack: salesforce platform & java-based solutions. devops-oriented teams and processes. integration of open systems and mainframe environ…",2025-09-19t19:46:22z,2025
5624915390,gameplay programmer internship,"Barcelona, España",1546,it jobs,"with multiple awards to our name, larian studios has proven that we’re dedicated to delivering high-quality role-playing games. as we move on to new projects, the studio that brought you baldur’s gate 3 & divinity: original sin 2 is looking for a gameplay programming intern to join the team and help us in crafting the high caliber games our fans have come to expect. requirements solid knowledge of c++ strong understanding of basic c++ concepts (types, oop, memory management, etc.) ability to wr…",2026-02-11t22:27:51z,2026
5690226841,qa automation engineer,España,2050,it jobs,"this position is posted by jobgether on behalf of a partner company. we are currently looking for a qa automation engineer in spain. this role offers a great opportunity to contribute to the development of high-impact digital products within a collaborative and innovation-driven environment. as part of a cross-functional product team, you will play a key role in ensuring the quality, reliability, and performance of modern web applications. you will work closely with developers, designers, and p…",2026-04-04t23:43:28z,2026
5671245547,"sr. software engineer, sase engineering",España,1106,it jobs,"about netskope today, there's more data and users outside the enterprise than inside, causing the network perimeter as we know it to dissolve. we realized a new perimeter was needed, one that is built in the cloud and follows and protects data wherever it goes, so we started netskope to redefine cloud, network and data security. since 2012, we have built the market-leading cloud security company and an award-winning culture powered by hundreds of employees spread across offices in santa clara, …",2026-03-18t22:26:40z,2026
5655419312,consultor/a de atención al cliente e implantación de softwar,"Tarragona, España",895,it jobs,¿quiénes somos? en ctaima ayudamos a las organizaciones a ser más seguras y responsables mediante tecnología y servicios especializados para la gestión de contratistas y compliance legal. hoy en día contamos con más de 3.000 clientes en más de 20 países distintos y continuamos en proceso de fuerte crecimiento y expansión internacional.  nuestro adn ctaima demuestra ownership ¡resuelve! pon al cliente primero sé entusiasta prioriza el crecimiento ¿cuál es la misión del puesto? te unirás al equip…,2026-03-05t22:16:32z,2026
5647725917,senior .net backend engineer / ar deputy 100% (f/m/d),"Madrid, España",966,it jobs,"at julius baer, we celebrate and value the individual qualities you bring, enabling you to be impactful, to be entrepreneurial, to be empowered, and to create value beyond wealth. let’s shape the future of wealth management together. at julius baer, we celebrate and value the individual qualities you bring, enabling you to be impactful, to be entrepreneurial, to be empowered, and to create value beyond wealth. let’s shape the future of wealth management together. as an application responsible d…",2026-02-27t22:34:09z,2026
5549150166,enterprise ai program manager (madrid - hybrid),España,1797,it jobs,"the company : our customer is a technology-based startup with solid funding that is in the midst of expansion. they will hire the selected candidate as an internal and permanent employee, based in madrid, but providing services to their global organization. description of the position : we’re looking for an enterprise ai program manager for its global operations in madrid. as enterprise ai program manager, you will have a direct impact on the company’s innovation strategy, orchestrating generat…",2025-12-19t20:46:58z,2025
5567796010,vibe-coding talent / ai-native product builder (m/w/d),"Ses Salines, Islas Baleares, España",2330,it jobs,"bereich: digital coaching products | 100% remote | high-upside (erfolgsbeteiligung) coding hat sich verändert. du tippst nicht mehr jedes semikolon von hand. du orchestrierst ki, du nutzt tools wie cursor, replit oder v0, und dein fokus liegt nicht auf ""boilerplate"", sondern auf flow, user experience und dem fertigen produkt. wir suchen niemanden, der tickets abarbeitet. wir suchen einen visionär, der digitale produkte im coaching-umfeld baut, die sich menschlich anfühlen. aufgaben die mission …",2026-01-05t11:22:15z,2026
5682470911,senior software engineer,"Barcelona, España",1435,it jobs,"passionate about precision medicine and advancing the healthcare industry? recent advancements in underlying technology have finally made it possible for ai to impact clinical care in a meaningful way. tempus' proprietary platform connects an entire ecosystem of real-world evidence to deliver real-time, actionable insights to physicians, providing critical information about the right treatments for the right patients, at the right time. senior software engineer i why we’re looking for you: you …",2026-03-29t23:43:20z,2026
5658341430,data center technician - spain - alcobendas - on-site,"Alcobendas, Madrid, España",1598,it jobs,"about the role we are seeking an experienced data center technician for freelance/contract work in alcobendas, spain . this is an on-site position supporting mission-critical infrastructure at premier data center facilities. compensation €19-26/hr (eur hourly) rates vary based on experience level and project complexity. emergency and after-hours work may qualify for premium rates. engagement type contract/freelance basis flexible scheduling available project-based or ongoing support remote hand…",2026-03-08t05:53:07z,2026
5677951934,data architect (azure),"Valencia, España",2469,it jobs,"our company keeps growing – and we want you to be part of the journey!  are you a data architect (azure) experince in data management and big data platforms ? we have an exciting opportunity to work on an enterprise-scale data platform , collaborating with international teams in a fully remote environment .  why join us? people come first: we prioritize your growth, well-being, and career development. work on innovative data solutions using azure and databricks .  the opportunity you will join…",2026-03-25t10:45:07z,2026
5645478658,machine learning engineer - liveops automation,España,2234,it jobs,"scopely is looking for a machine learning engineer to join our liveops automation team in spain on a remote basis. at scopely, we care deeply about what we do and want to inspire play every day - whether in our work environments alongside our talented colleagues or through our deep connections with our communities of players. we are a global team of game lovers who are developing, publishing and innovating the mobile games industry, connecting millions of people worldwide daily. the liveops aut…",2026-02-25t22:19:38z,2026
