EstudianteID,Nombre,FechaIngreso,Genero,Ciudad,anio
16549,Estudiante_16549,2020-10-12,f,La Paz,2020
16550,Estudiante_16550,2021-04-17,f,Santa Cruz de la Sierra,2021
16551,Estudiante_16551,2020-08-26,f,Cochabamba,2020
16552,Estudiante_16552,2021-02-19,m,Santa Cruz de la Sierra,2021
16553,Estudiante_16553,2020-08-03,f,Cochabamba,2020
16554,Estudiante_16554,2021-05-15,m,Cochabamba,2021
16555,Estudiante_16555,2021-10-06,m,Santa Cruz de la Sierra,2021
16556,Estudiante_16556,2023-03-22,f,Cochabamba,2023
16557,Estudiante_16557,2020-05-19,f,Cochabamba,2020
16558,Estudiante_16558,2022-10-19,m,Santa Cruz de la Sierra,2022
16559,Estudiante_16559,2021-08-31,f,La Paz,2021
16560,Estudiante_16560,2021-07-22,f,Santa Cruz de la Sierra,2021
16561,Estudiante_16561,2022-09-20,f,Santa Cruz de la Sierra,2022
16562,Estudiante_16562,2020-05-27,m,La Paz,2020
16563,Estudiante_16563,2021-05-17,m,Santa Cruz de la Sierra,2021
16564,Estudiante_16564,2020-04-28,f,La Paz,2020
16565,Estudiante_16565,2023-12-03,f,La Paz,2023
16566,Estudiante_16566,2021-09-10,m,La Paz,2021
16567,Estudiante_16567,2021-04-01,f,Santa Cruz de la Sierra,2021
16568,Estudiante_16568,2023-12-05,f,La Paz,2023
16569,Estudiante_16569,2022-12-03,m,Santa Cruz de la Sierra,2022
16570,Estudiante_16570,2020-08-19,m,La Paz,2020
16571,Estudiante_16571,2022-01-09,f,La Paz,2022
16572,Estudiante_16572,2020-06-21,f,La Paz,2020
16573,Estudiante_16573,2022-02-28,f,Santa Cruz de la Sierra,2022
16574,Estudiante_16574,2021-03-21,m,Santa Cruz de la Sierra,2021
16575,Estudiante_16575,2022-03-19,m,La Paz,2022
16576,Estudiante_16576,2021-10-05,f,Cochabamba,2021
16577,Estudiante_16577,2023-10-30,f,Cochabamba,2023
16578,Estudiante_16578,2021-08-24,m,La Paz,2021
16579,Estudiante_16579,2021-03-16,f,La Paz,2021
16580,Estudiante_16580,2021-08-20,f,Santa Cruz de la Sierra,2021
16581,Estudiante_16581,2023-03-21,f,Santa Cruz de la Sierra,2023
16582,Estudiante_16582,2020-04-29,f,Santa Cruz de la Sierra,2020
16583,Estudiante_16583,2020-01-17,m,La Paz,2020
16584,Estudiante_16584,2023-12-16,f,Cochabamba,2023
16585,Estudiante_16585,2022-09-26,f,Cochabamba,2022
16586,Estudiante_16586,2022-03-26,f,La Paz,2022
16587,Estudiante_16587,2022-03-13,m,Sucre,2022
16588,Estudiante_16588,2023-09-12,m,Cochabamba,2023
16589,Estudiante_16589,2021-08-10,f,Cochabamba,2021
16590,Estudiante_16590,2023-02-13,f,Cochabamba,2023
16591,Estudiante_16591,2020-05-02,f,La Paz,2020
16592,Estudiante_16592,2020-06-02,f,Sucre,2020
16593,Estudiante_16593,2021-01-11,m,La Paz,2021
16594,Estudiante_16594,2023-10-29,f,La Paz,2023
16595,Estudiante_16595,2021-07-22,f,Cochabamba,2021
16596,Estudiante_16596,2022-09-09,m,Cochabamba,2022
16597,Estudiante_16597,2023-11-25,m,La Paz,2023
16598,Estudiante_16598,2020-05-06,f,Santa Cruz de la Sierra,2020
16599,Estudiante_16599,2022-04-29,m,La Paz,2022
16600,Estudiante_16600,2020-08-01,f,Sucre,2020
16601,Estudiante_16601,2023-08-31,f,Cochabamba,2023
16602,Estudiante_16602,2022-05-26,f,La Paz,2022
16603,Estudiante_16603,2023-09-10,m,Santa Cruz de la Sierra,2023
16604,Estudiante_16604,2021-09-24,f,Santa Cruz de la Sierra,2021
16605,Estudiante_16605,2022-05-27,f,Cochabamba,2022
16606,Estudiante_16606,2022-01-18,m,Santa Cruz de la Sierra,2022
16607,Estudiante_16607,2022-12-29,m,La Paz,2022
16608,Estudiante_16608,2022-05-02,m,La Paz,2022
16609,Estudiante_16609,2023-08-02,m,La Paz,2023
16610,Estudiante_16610,2022-06-05,m,La Paz,2022
16611,Estudiante_16611,2020-01-09,f,Cochabamba,2020
16612,Estudiante_16612,2020-05-21,f,Santa Cruz de la Sierra,2020
16613,Estudiante_16613,2023-03-06,f,Tarija,2023
16614,Estudiante_16614,2023-05-04,f,La Paz,2023
16615,Estudiante_16615,2022-11-26,m,Santa Cruz de la Sierra,2022
16616,Estudiante_16616,2021-09-09,f,Santa Cruz de la Sierra,2021
16617,Estudiante_16617,2020-12-16,f,La Paz,2020
16618,Estudiante_16618,2021-09-01,m,La Paz,2021
16619,Estudiante_16619,2022-10-07,f,Santa Cruz de la Sierra,2022
16620,Estudiante_16620,2023-04-05,m,Santa Cruz de la Sierra,2023
16621,Estudiante_16621,2022-01-04,m,La Paz,2022
16622,Estudiante_16622,2020-09-16,f,La Paz,2020
16623,Estudiante_16623,2020-09-05,m,Tarija,2020
16624,Estudiante_16624,2021-07-21,m,Cochabamba,2021
16625,Estudiante_16625,2021-07-31,m,La Paz,2021
16626,Estudiante_16626,2021-04-19,f,La Paz,2021
16627,Estudiante_16627,2022-09-04,f,La Paz,2022
16628,Estudiante_16628,2023-01-06,m,La Paz,2023
16629,Estudiante_16629,2022-07-09,f,La Paz,2022
16630,Estudiante_16630,2022-01-07,f,Cochabamba,2022
16631,Estudiante_16631,2020-11-24,m,Tarija,2020
16632,Estudiante_16632,2023-07-07,m,La Paz,2023
16633,Estudiante_16633,2020-01-09,f,Santa Cruz de la Sierra,2020
16634,Estudiante_16634,2022-06-02,m,Cochabamba,2022
16635,Estudiante_16635,2022-07-26,f,Cochabamba,2022
16636,Estudiante_16636,2020-05-14,m,La Paz,2020
16637,Estudiante_16637,2022-05-07,f,Cochabamba,2022
16638,Estudiante_16638,2022-11-29,m,La Paz,2022
16639,Estudiante_16639,2021-01-23,f,Santa Cruz de la Sierra,2021
16640,Estudiante_16640,2023-07-04,f,Santa Cruz de la Sierra,2023
16641,Estudiante_16641,2022-03-10,m,La Paz,2022
16642,Estudiante_16642,2022-06-03,f,Cochabamba,2022
16643,Estudiante_16643,2020-07-23,m,Sucre,2020
16644,Estudiante_16644,2020-02-03,f,Tarija,2020
16645,Estudiante_16645,2020-04-17,m,La Paz,2020
16646,Estudiante_16646,2020-04-14,f,Sucre,2020
16647,Estudiante_16647,2023-07-21,f,Tarija,2023
16648,Estudiante_16648,2022-08-18,f,Santa Cruz de la Sierra,2022
16649,Estudiante_16649,2021-09-15,f,Santa Cruz de la Sierra,2021
16650,Estudiante_16650,2021-09-01,f,Cochabamba,2021
16651,Estudiante_16651,2021-08-08,m,Cochabamba,2021
16652,Estudiante_16652,2020-08-29,f,Sucre,2020
16653,Estudiante_16653,2023-04-24,f,La Paz,2023
16654,Estudiante_16654,2022-09-26,f,La Paz,2022
16655,Estudiante_16655,2021-10-20,f,La Paz,2021
16656,Estudiante_16656,2023-12-10,f,Cochabamba,2023
16657,Estudiante_16657,2023-10-23,f,Santa Cruz de la Sierra,2023
16658,Estudiante_16658,2022-04-19,f,La Paz,2022
16659,Estudiante_16659,2021-12-01,f,Cochabamba,2021
16660,Estudiante_16660,2021-10-16,f,Santa Cruz de la Sierra,2021
16661,Estudiante_16661,2022-08-24,m,La Paz,2022
16662,Estudiante_16662,2022-06-27,f,La Paz,2022
16663,Estudiante_16663,2022-09-07,m,Cochabamba,2022
16664,Estudiante_16664,2020-10-23,f,Santa Cruz de la Sierra,2020
16665,Estudiante_16665,2021-06-25,m,La Paz,2021
16666,Estudiante_16666,2023-12-27,f,La Paz,2023
16667,Estudiante_16667,2020-04-13,f,Cochabamba,2020
16668,Estudiante_16668,2023-04-11,f,La Paz,2023
16669,Estudiante_16669,2022-11-18,m,Sucre,2022
16670,Estudiante_16670,2023-06-29,f,Santa Cruz de la Sierra,2023
16671,Estudiante_16671,2021-04-20,f,La Paz,2021
16672,Estudiante_16672,2022-12-12,m,La Paz,2022
16673,Estudiante_16673,2022-11-10,f,Cochabamba,2022
16674,Estudiante_16674,2022-12-11,m,Santa Cruz de la Sierra,2022
16675,Estudiante_16675,2022-10-16,f,Santa Cruz de la Sierra,2022
16676,Estudiante_16676,2023-12-03,m,Cochabamba,2023
16677,Estudiante_16677,2021-03-06,m,Cochabamba,2021
16678,Estudiante_16678,2020-10-15,m,Santa Cruz de la Sierra,2020
16679,Estudiante_16679,2021-07-18,m,Cochabamba,2021
16680,Estudiante_16680,2022-02-15,m,Santa Cruz de la Sierra,2022
16681,Estudiante_16681,2021-06-21,m,Santa Cruz de la Sierra,2021
16682,Estudiante_16682,2023-08-13,f,La Paz,2023
16683,Estudiante_16683,2020-12-31,f,Cochabamba,2020
16684,Estudiante_16684,2021-07-03,f,Sucre,2021
16685,Estudiante_16685,2023-10-22,f,Santa Cruz de la Sierra,2023
16686,Estudiante_16686,2022-02-19,f,Santa Cruz de la Sierra,2022
16687,Estudiante_16687,2021-02-18,f,La Paz,2021
16688,Estudiante_16688,2023-05-27,f,Santa Cruz de la Sierra,2023
16689,Estudiante_16689,2021-09-13,f,Sucre,2021
16690,Estudiante_16690,2022-02-06,m,Santa Cruz de la Sierra,2022
16691,Estudiante_16691,2022-05-07,f,La Paz,2022
16692,Estudiante_16692,2023-01-27,f,La Paz,2023
16693,Estudiante_16693,2020-12-09,m,Sucre,2020
16694,Estudiante_16694,2022-09-13,m,Santa Cruz de la Sierra,2022
16695,Estudiante_16695,2022-02-22,f,La Paz,2022
16696,Estudiante_16696,2020-10-28,f,Santa Cruz de la Sierra,2020
16697,Estudiante_16697,2022-01-17,f,La Paz,2022
16698,Estudiante_16698,2023-05-12,f,Santa Cruz de la Sierra,2023
16699,Estudiante_16699,2020-11-22,f,La Paz,2020
16700,Estudiante_16700,2021-09-11,f,Santa Cruz de la Sierra,2021
16701,Estudiante_16701,2021-02-24,m,Cochabamba,2021
16702,Estudiante_16702,2023-05-27,m,La Paz,2023
16703,Estudiante_16703,2023-11-21,m,Santa Cruz de la Sierra,2023
16704,Estudiante_16704,2023-12-11,f,La Paz,2023
16705,Estudiante_16705,2022-12-05,f,Cochabamba,2022
16706,Estudiante_16706,2020-06-01,m,La Paz,2020
16707,Estudiante_16707,2020-02-19,f,Cochabamba,2020
16708,Estudiante_16708,2021-01-25,m,Cochabamba,2021
16709,Estudiante_16709,2020-10-13,f,Cochabamba,2020
16710,Estudiante_16710,2021-01-24,f,Tarija,2021
16711,Estudiante_16711,2022-03-22,f,La Paz,2022
16712,Estudiante_16712,2023-04-05,m,Tarija,2023
16713,Estudiante_16713,2021-12-15,m,Santa Cruz de la Sierra,2021
16714,Estudiante_16714,2022-12-26,f,Santa Cruz de la Sierra,2022
16715,Estudiante_16715,2020-06-23,f,Santa Cruz de la Sierra,2020
16716,Estudiante_16716,2023-04-10,f,Santa Cruz de la Sierra,2023
16717,Estudiante_16717,2023-08-01,f,Cochabamba,2023
16718,Estudiante_16718,2023-05-03,f,La Paz,2023
16719,Estudiante_16719,2020-11-01,m,Santa Cruz de la Sierra,2020
16720,Estudiante_16720,2021-07-12,f,La Paz,2021
16721,Estudiante_16721,2021-11-28,f,Sucre,2021
16722,Estudiante_16722,2023-12-13,m,Santa Cruz de la Sierra,2023
16723,Estudiante_16723,2022-09-13,m,Santa Cruz de la Sierra,2022
16724,Estudiante_16724,2023-12-22,m,Santa Cruz de la Sierra,2023
16725,Estudiante_16725,2021-02-10,m,Santa Cruz de la Sierra,2021
16726,Estudiante_16726,2022-06-04,m,La Paz,2022
16727,Estudiante_16727,2021-03-16,f,Cochabamba,2021
16728,Estudiante_16728,2021-12-03,m,Santa Cruz de la Sierra,2021
16729,Estudiante_16729,2020-02-03,f,Tarija,2020
16730,Estudiante_16730,2022-05-08,m,La Paz,2022
16731,Estudiante_16731,2021-09-05,f,Santa Cruz de la Sierra,2021
16732,Estudiante_16732,2021-11-30,f,Santa Cruz de la Sierra,2021
16733,Estudiante_16733,2023-04-21,m,Sucre,2023
16734,Estudiante_16734,2021-07-14,m,La Paz,2021
16735,Estudiante_16735,2021-05-25,f,Santa Cruz de la Sierra,2021
16736,Estudiante_16736,2022-03-19,m,La Paz,2022
16737,Estudiante_16737,2021-02-11,f,Santa Cruz de la Sierra,2021
16738,Estudiante_16738,2021-07-25,f,Santa Cruz de la Sierra,2021
16739,Estudiante_16739,2022-10-01,m,Cochabamba,2022
16740,Estudiante_16740,2020-08-26,f,La Paz,2020
16741,Estudiante_16741,2023-09-10,m,La Paz,2023
16742,Estudiante_16742,2020-12-10,f,Santa Cruz de la Sierra,2020
16743,Estudiante_16743,2023-05-27,f,La Paz,2023
16744,Estudiante_16744,2020-02-13,f,Cochabamba,2020
16745,Estudiante_16745,2021-07-05,m,La Paz,2021
16746,Estudiante_16746,2021-11-20,f,Tarija,2021
16747,Estudiante_16747,2020-08-25,m,Santa Cruz de la Sierra,2020
16748,Estudiante_16748,2020-10-23,m,La Paz,2020
16749,Estudiante_16749,2021-11-22,f,Sucre,2021
16750,Estudiante_16750,2023-07-10,f,Tarija,2023
16751,Estudiante_16751,2022-11-07,f,Santa Cruz de la Sierra,2022
16752,Estudiante_16752,2022-06-24,m,Santa Cruz de la Sierra,2022
16753,Estudiante_16753,2021-08-18,f,La Paz,2021
16754,Estudiante_16754,2020-08-20,f,Santa Cruz de la Sierra,2020
16755,Estudiante_16755,2022-12-25,m,La Paz,2022
16756,Estudiante_16756,2020-08-30,f,Cochabamba,2020
16757,Estudiante_16757,2021-04-03,m,Santa Cruz de la Sierra,2021
16758,Estudiante_16758,2022-08-05,m,Santa Cruz de la Sierra,2022
16759,Estudiante_16759,2023-09-05,f,Cochabamba,2023
16760,Estudiante_16760,2020-11-09,m,Santa Cruz de la Sierra,2020
16761,Estudiante_16761,2022-03-22,m,Sucre,2022
16762,Estudiante_16762,2021-11-20,f,Santa Cruz de la Sierra,2021
16763,Estudiante_16763,2020-01-13,m,Cochabamba,2020
16764,Estudiante_16764,2022-05-20,m,La Paz,2022
16765,Estudiante_16765,2022-05-16,f,Santa Cruz de la Sierra,2022
16766,Estudiante_16766,2021-04-01,m,La Paz,2021
16767,Estudiante_16767,2022-09-29,f,Santa Cruz de la Sierra,2022
16768,Estudiante_16768,2023-07-05,m,Santa Cruz de la Sierra,2023
16769,Estudiante_16769,2021-08-06,m,La Paz,2021
16770,Estudiante_16770,2021-11-12,f,Tarija,2021
16771,Estudiante_16771,2022-12-10,m,Tarija,2022
16772,Estudiante_16772,2020-08-04,m,Santa Cruz de la Sierra,2020
16773,Estudiante_16773,2020-07-15,m,La Paz,2020
16774,Estudiante_16774,2023-03-23,f,Santa Cruz de la Sierra,2023
16775,Estudiante_16775,2021-05-07,m,Santa Cruz de la Sierra,2021
16776,Estudiante_16776,2022-01-03,f,La Paz,2022
16777,Estudiante_16777,2022-08-02,m,Cochabamba,2022
16778,Estudiante_16778,2023-07-30,m,La Paz,2023
16779,Estudiante_16779,2023-02-22,f,Santa Cruz de la Sierra,2023
16780,Estudiante_16780,2022-02-27,f,La Paz,2022
16781,Estudiante_16781,2022-06-11,f,Santa Cruz de la Sierra,2022
16782,Estudiante_16782,2022-09-25,m,La Paz,2022
16783,Estudiante_16783,2021-03-04,f,La Paz,2021
16784,Estudiante_16784,2021-07-11,m,Sucre,2021
16785,Estudiante_16785,2022-12-05,f,Sucre,2022
16786,Estudiante_16786,2023-06-09,m,Cochabamba,2023
16787,Estudiante_16787,2020-11-27,m,La Paz,2020
16788,Estudiante_16788,2022-12-06,f,Santa Cruz de la Sierra,2022
16789,Estudiante_16789,2021-06-30,m,Cochabamba,2021
16790,Estudiante_16790,2020-11-19,m,Santa Cruz de la Sierra,2020
16791,Estudiante_16791,2022-03-17,f,Cochabamba,2022
16792,Estudiante_16792,2022-03-08,m,Sucre,2022
16793,Estudiante_16793,2023-08-24,m,Santa Cruz de la Sierra,2023
16794,Estudiante_16794,2021-01-16,f,Sucre,2021
16795,Estudiante_16795,2020-10-27,m,La Paz,2020
16796,Estudiante_16796,2023-05-11,f,La Paz,2023
16797,Estudiante_16797,2022-03-22,f,La Paz,2022
16798,Estudiante_16798,2020-11-06,f,Cochabamba,2020
16799,Estudiante_16799,2021-12-08,m,La Paz,2021
16800,Estudiante_16800,2022-07-17,f,Santa Cruz de la Sierra,2022
16801,Estudiante_16801,2020-05-03,f,La Paz,2020
16802,Estudiante_16802,2020-05-20,f,Cochabamba,2020
16803,Estudiante_16803,2023-04-17,f,La Paz,2023
16804,Estudiante_16804,2021-04-11,m,Sucre,2021
16805,Estudiante_16805,2020-11-05,f,Cochabamba,2020
16806,Estudiante_16806,2021-10-16,m,Tarija,2021
16807,Estudiante_16807,2023-12-04,f,La Paz,2023
16808,Estudiante_16808,2021-06-23,m,Cochabamba,2021
16809,Estudiante_16809,2023-11-04,m,Cochabamba,2023
16810,Estudiante_16810,2021-09-01,f,La Paz,2021
16811,Estudiante_16811,2022-01-06,m,La Paz,2022
16812,Estudiante_16812,2020-04-23,f,Santa Cruz de la Sierra,2020
16813,Estudiante_16813,2022-10-02,f,Santa Cruz de la Sierra,2022
16814,Estudiante_16814,2021-07-28,f,La Paz,2021
16815,Estudiante_16815,2020-09-16,f,La Paz,2020
16816,Estudiante_16816,2022-05-22,f,Santa Cruz de la Sierra,2022
16817,Estudiante_16817,2023-01-31,m,Santa Cruz de la Sierra,2023
16818,Estudiante_16818,2022-09-17,f,La Paz,2022
16819,Estudiante_16819,2022-08-13,m,Cochabamba,2022
16820,Estudiante_16820,2023-05-05,f,Cochabamba,2023
16821,Estudiante_16821,2020-09-19,f,Santa Cruz de la Sierra,2020
16822,Estudiante_16822,2021-12-02,f,Cochabamba,2021
16823,Estudiante_16823,2023-10-21,m,La Paz,2023
16824,Estudiante_16824,2020-01-22,f,Santa Cruz de la Sierra,2020
16825,Estudiante_16825,2022-02-13,m,Sucre,2022
16826,Estudiante_16826,2021-05-31,m,Santa Cruz de la Sierra,2021
16827,Estudiante_16827,2021-09-13,m,Santa Cruz de la Sierra,2021
16828,Estudiante_16828,2020-08-14,m,Santa Cruz de la Sierra,2020
16829,Estudiante_16829,2021-09-13,f,Cochabamba,2021
16830,Estudiante_16830,2021-08-23,f,Santa Cruz de la Sierra,2021
16831,Estudiante_16831,2020-05-04,f,La Paz,2020
16832,Estudiante_16832,2023-10-28,m,La Paz,2023
16833,Estudiante_16833,2022-01-07,f,La Paz,2022
16834,Estudiante_16834,2023-05-19,f,Cochabamba,2023
16835,Estudiante_16835,2020-04-22,f,Santa Cruz de la Sierra,2020
16836,Estudiante_16836,2022-02-16,m,Tarija,2022
16837,Estudiante_16837,2022-09-26,f,La Paz,2022
16838,Estudiante_16838,2020-07-01,f,Santa Cruz de la Sierra,2020
16839,Estudiante_16839,2022-03-26,f,Santa Cruz de la Sierra,2022
16840,Estudiante_16840,2023-12-20,f,Cochabamba,2023
16841,Estudiante_16841,2022-01-24,m,Tarija,2022
16842,Estudiante_16842,2023-07-24,f,Santa Cruz de la Sierra,2023
16843,Estudiante_16843,2023-01-13,m,Santa Cruz de la Sierra,2023
16844,Estudiante_16844,2022-06-11,f,Cochabamba,2022
16845,Estudiante_16845,2021-12-21,f,Santa Cruz de la Sierra,2021
16846,Estudiante_16846,2022-07-04,f,Sucre,2022
16847,Estudiante_16847,2022-11-28,m,La Paz,2022
16848,Estudiante_16848,2020-01-18,m,La Paz,2020
16849,Estudiante_16849,2023-06-26,f,Tarija,2023
16850,Estudiante_16850,2023-05-08,m,La Paz,2023
16851,Estudiante_16851,2023-09-25,m,La Paz,2023
16852,Estudiante_16852,2020-04-22,f,Santa Cruz de la Sierra,2020
16853,Estudiante_16853,2022-12-15,m,La Paz,2022
16854,Estudiante_16854,2023-10-13,f,Tarija,2023
16855,Estudiante_16855,2021-10-07,f,Cochabamba,2021
16856,Estudiante_16856,2020-11-13,f,Santa Cruz de la Sierra,2020
16857,Estudiante_16857,2022-05-05,m,Cochabamba,2022
16858,Estudiante_16858,2021-07-28,m,Santa Cruz de la Sierra,2021
16859,Estudiante_16859,2020-07-12,m,La Paz,2020
16860,Estudiante_16860,2021-03-21,f,Santa Cruz de la Sierra,2021
16861,Estudiante_16861,2020-12-14,m,La Paz,2020
16862,Estudiante_16862,2022-02-24,f,Cochabamba,2022
16863,Estudiante_16863,2023-06-22,m,Cochabamba,2023
16864,Estudiante_16864,2021-08-22,f,Sucre,2021
16865,Estudiante_16865,2021-06-17,f,Sucre,2021
16866,Estudiante_16866,2020-10-06,m,Santa Cruz de la Sierra,2020
16867,Estudiante_16867,2022-07-11,m,Santa Cruz de la Sierra,2022
16868,Estudiante_16868,2020-03-14,f,Sucre,2020
16869,Estudiante_16869,2020-02-26,m,La Paz,2020
16870,Estudiante_16870,2020-07-11,f,Cochabamba,2020
16871,Estudiante_16871,2020-05-26,f,Cochabamba,2020
16872,Estudiante_16872,2023-03-18,m,Cochabamba,2023
16873,Estudiante_16873,2021-02-20,f,La Paz,2021
16874,Estudiante_16874,2023-03-07,f,La Paz,2023
16875,Estudiante_16875,2020-07-04,m,Santa Cruz de la Sierra,2020
16876,Estudiante_16876,2021-01-11,f,Cochabamba,2021
16877,Estudiante_16877,2021-07-09,m,La Paz,2021
16878,Estudiante_16878,2021-12-22,f,La Paz,2021
16879,Estudiante_16879,2022-06-18,m,Cochabamba,2022
16880,Estudiante_16880,2022-11-27,f,La Paz,2022
16881,Estudiante_16881,2021-01-06,f,Santa Cruz de la Sierra,2021
16882,Estudiante_16882,2023-10-29,m,La Paz,2023
16883,Estudiante_16883,2023-02-22,f,La Paz,2023
16884,Estudiante_16884,2020-12-24,f,Santa Cruz de la Sierra,2020
16885,Estudiante_16885,2020-08-23,f,La Paz,2020
16886,Estudiante_16886,2023-03-05,m,La Paz,2023
16887,Estudiante_16887,2023-04-10,f,Sucre,2023
16888,Estudiante_16888,2022-08-04,m,Cochabamba,2022
16889,Estudiante_16889,2023-06-20,m,Cochabamba,2023
16890,Estudiante_16890,2020-11-10,f,Cochabamba,2020
16891,Estudiante_16891,2020-09-23,m,Sucre,2020
16892,Estudiante_16892,2023-02-10,m,Santa Cruz de la Sierra,2023
16893,Estudiante_16893,2020-09-10,m,Cochabamba,2020
16894,Estudiante_16894,2022-01-03,m,La Paz,2022
16895,Estudiante_16895,2023-01-15,f,La Paz,2023
16896,Estudiante_16896,2020-02-06,f,La Paz,2020
16897,Estudiante_16897,2022-10-12,m,Santa Cruz de la Sierra,2022
16898,Estudiante_16898,2022-09-26,m,La Paz,2022
16899,Estudiante_16899,2023-07-13,m,Cochabamba,2023
16900,Estudiante_16900,2022-02-18,f,Santa Cruz de la Sierra,2022
16901,Estudiante_16901,2021-12-13,m,Sucre,2021
16902,Estudiante_16902,2023-05-30,m,Sucre,2023
16903,Estudiante_16903,2022-11-19,m,Santa Cruz de la Sierra,2022
16904,Estudiante_16904,2020-01-18,m,La Paz,2020
16905,Estudiante_16905,2022-10-10,f,Cochabamba,2022
16906,Estudiante_16906,2023-09-17,f,La Paz,2023
16907,Estudiante_16907,2021-12-23,m,La Paz,2021
16908,Estudiante_16908,2021-01-28,f,Santa Cruz de la Sierra,2021
16909,Estudiante_16909,2022-02-14,m,La Paz,2022
16910,Estudiante_16910,2020-04-14,f,Sucre,2020
16911,Estudiante_16911,2023-07-27,m,Tarija,2023
16912,Estudiante_16912,2023-10-02,m,Cochabamba,2023
16913,Estudiante_16913,2020-06-17,f,Santa Cruz de la Sierra,2020
16914,Estudiante_16914,2021-02-19,m,Sucre,2021
16915,Estudiante_16915,2023-01-15,f,La Paz,2023
16916,Estudiante_16916,2023-02-13,f,La Paz,2023
16917,Estudiante_16917,2022-08-24,f,Cochabamba,2022
16918,Estudiante_16918,2020-02-01,m,Santa Cruz de la Sierra,2020
16919,Estudiante_16919,2023-03-05,m,Santa Cruz de la Sierra,2023
16920,Estudiante_16920,2020-12-23,m,La Paz,2020
16921,Estudiante_16921,2021-12-25,f,Cochabamba,2021
16922,Estudiante_16922,2021-10-26,f,Cochabamba,2021
16923,Estudiante_16923,2022-09-10,m,Santa Cruz de la Sierra,2022
16924,Estudiante_16924,2023-05-27,m,Sucre,2023
16925,Estudiante_16925,2022-11-13,m,La Paz,2022
16926,Estudiante_16926,2023-06-08,f,Cochabamba,2023
16927,Estudiante_16927,2023-01-01,m,Cochabamba,2023
16928,Estudiante_16928,2022-11-30,f,La Paz,2022
16929,Estudiante_16929,2021-07-07,m,Santa Cruz de la Sierra,2021
16930,Estudiante_16930,2022-05-07,f,Tarija,2022
16931,Estudiante_16931,2023-08-17,f,Cochabamba,2023
16932,Estudiante_16932,2021-12-15,m,Cochabamba,2021
16933,Estudiante_16933,2023-07-09,m,La Paz,2023
16934,Estudiante_16934,2020-01-03,m,Santa Cruz de la Sierra,2020
16935,Estudiante_16935,2023-08-29,m,La Paz,2023
16936,Estudiante_16936,2020-09-08,f,Santa Cruz de la Sierra,2020
16937,Estudiante_16937,2022-11-06,f,Cochabamba,2022
16938,Estudiante_16938,2023-11-11,f,Cochabamba,2023
16939,Estudiante_16939,2023-01-19,f,La Paz,2023
16940,Estudiante_16940,2021-10-09,m,Santa Cruz de la Sierra,2021
16941,Estudiante_16941,2020-07-01,f,Cochabamba,2020
16942,Estudiante_16942,2023-12-27,m,La Paz,2023
16943,Estudiante_16943,2022-01-31,f,Sucre,2022
16944,Estudiante_16944,2023-04-03,m,Santa Cruz de la Sierra,2023
16945,Estudiante_16945,2021-06-04,f,La Paz,2021
16946,Estudiante_16946,2023-05-18,m,Cochabamba,2023
16947,Estudiante_16947,2021-03-03,f,Santa Cruz de la Sierra,2021
16948,Estudiante_16948,2023-12-24,m,Tarija,2023
16949,Estudiante_16949,2021-06-13,m,La Paz,2021
16950,Estudiante_16950,2020-03-02,m,La Paz,2020
16951,Estudiante_16951,2020-12-03,f,La Paz,2020
16952,Estudiante_16952,2023-07-01,f,Cochabamba,2023
16953,Estudiante_16953,2023-07-08,f,La Paz,2023
16954,Estudiante_16954,2020-06-12,f,Tarija,2020
16955,Estudiante_16955,2023-03-13,f,La Paz,2023
16956,Estudiante_16956,2021-06-27,f,Santa Cruz de la Sierra,2021
16957,Estudiante_16957,2022-05-29,f,Santa Cruz de la Sierra,2022
16958,Estudiante_16958,2021-03-07,m,La Paz,2021
16959,Estudiante_16959,2023-12-08,m,La Paz,2023
16960,Estudiante_16960,2020-07-31,m,Sucre,2020
16961,Estudiante_16961,2020-09-25,f,Santa Cruz de la Sierra,2020
16962,Estudiante_16962,2021-08-02,m,Santa Cruz de la Sierra,2021
16963,Estudiante_16963,2022-02-04,f,Santa Cruz de la Sierra,2022
16964,Estudiante_16964,2023-12-23,m,Cochabamba,2023
16965,Estudiante_16965,2020-02-19,f,Santa Cruz de la Sierra,2020
16966,Estudiante_16966,2020-05-22,f,Santa Cruz de la Sierra,2020
16967,Estudiante_16967,2021-11-21,m,Santa Cruz de la Sierra,2021
16968,Estudiante_16968,2022-02-05,f,Santa Cruz de la Sierra,2022
16969,Estudiante_16969,2022-01-25,m,La Paz,2022
16970,Estudiante_16970,2022-08-05,f,Santa Cruz de la Sierra,2022
16971,Estudiante_16971,2022-08-12,f,Santa Cruz de la Sierra,2022
16972,Estudiante_16972,2022-07-27,f,Santa Cruz de la Sierra,2022
16973,Estudiante_16973,2022-11-08,f,La Paz,2022
16974,Estudiante_16974,2023-04-13,f,Santa Cruz de la Sierra,2023
16975,Estudiante_16975,2021-02-13,f,Santa Cruz de la Sierra,2021
16976,Estudiante_16976,2022-10-23,f,Santa Cruz de la Sierra,2022
16977,Estudiante_16977,2021-01-02,f,Cochabamba,2021
16978,Estudiante_16978,2023-05-17,f,Santa Cruz de la Sierra,2023
16979,Estudiante_16979,2023-01-04,f,Tarija,2023
16980,Estudiante_16980,2023-02-13,m,Tarija,2023
